OrderID,EcommerceId,ProductId,Quantity,OrderDate,Price,PaymentMethod,Status,ShippedDate,ShippingCountry,ShippingCity
ORD-2026-001979,ECOM-CUST-000501,CC-CHROMA-002,2,2025-04-03T19:53:17Z,698.00,cheque,delivered,2025-04-19T19:53:17Z,Germany,Hamburg
ORD-2026-002146,ECOM-CUST-000587,CC-LUMA-001,2,2025-04-04T03:17:58Z,378.00,card,delivered,2025-04-16T03:17:58Z,Netherlands,Utrecht
ORD-2026-000014,ECOM-CUST-000487,CC-AURA-001,2,2025-04-04T15:04:51Z,398.00,card,delivered,2025-04-10T15:04:51Z,Austria,Salzburg
ORD-2026-000015,ECOM-CUST-000500,CC-CHROMA-005,3,2025-04-04T15:22:19Z,63.00,card,delivered,2025-04-18T15:22:19Z,Austria,Innsbruck
ORD-2026-000016,ECOM-CUST-000169,CC-CHROMA-006,5,2025-04-05T02:23:35Z,80.00,card,delivered,2025-04-23T02:23:35Z,France,Toulouse
ORD-2026-000017,ECOM-CUST-000063,CC-LUMA-005,3,2025-04-05T11:22:28Z,57.00,cheque,delivered,2025-04-20T11:22:28Z,United Kingdom,Manchester
ORD-2026-000018,ECOM-CUST-000063,CC-PRISM-004,3,2025-04-05T12:18:36Z,327.00,card,delivered,2025-04-17T12:18:36Z,United Kingdom,Manchester
ORD-2026-000019,ECOM-CUST-000155,CC-LUMA-006,10,2025-04-05T15:06:26Z,229.07,card,delivered,2025-04-09T15:06:26Z,Netherlands,The Hague
ORD-2026-000020,ECOM-CUST-000027,CC-CHROMA-001,1,2025-04-05T17:09:39Z,149.00,card,delivered,2025-04-23T17:09:39Z,Netherlands,Rotterdam
ORD-2026-000021,ECOM-CUST-000109,CC-LUMA-006,8,2025-04-06T05:27:05Z,208.00,card,delivered,2025-04-23T05:27:05Z,Germany,Cologne
ORD-2026-000022,ECOM-CUST-000353,CC-PRISM-003,7,2025-04-06T06:58:44Z,588.00,card,delivered,2025-04-27T06:58:44Z,Germany,Frankfurt
ORD-2026-000023,ECOM-CUST-000352,CC-AURA-002,5,2025-04-06T07:44:36Z,395.00,card,delivered,2025-04-08T07:44:36Z,Germany,Frankfurt
ORD-2026-000024,ECOM-CUST-000307,CC-LUMA-002,3,2025-04-06T09:18:13Z,837.00,cash,delivered,2025-04-10T09:18:13Z,Germany,Munich
ORD-2026-002082,ECOM-CUST-000552,CC-NOVA-002,2,2025-04-06T11:37:04Z,518.00,cash,delivered,2025-04-07T11:37:04Z,Germany,Dusseldorf
ORD-2026-000025,ECOM-CUST-000373,CC-LUMA-006,5,2025-04-06T12:46:46Z,130.00,card,delivered,2025-04-18T12:46:46Z,Netherlands,Amsterdam
ORD-2026-000026,ECOM-CUST-000198,CC-NOVA-003,8,2025-04-06T23:02:01Z,352.00,card,delivered,2025-04-24T23:02:01Z,Germany,Frankfurt
ORD-2026-000027,ECOM-CUST-000187,CC-AURA-005,1,2025-04-07T01:31:02Z,59.00,cash,delivered,2025-04-28T01:31:02Z,Germany,Stuttgart
ORD-2026-000028,ECOM-CUST-000113,CC-PRISM-003,9,2025-04-07T08:02:29Z,756.00,card,delivered,2025-04-11T08:02:29Z,United Kingdom,Bristol
ORD-2026-000029,ECOM-CUST-000486,CC-PRISM-006,2,2025-04-07T10:59:05Z,72.00,card,delivered,2025-04-08T10:59:05Z,Germany,Munich
ORD-2026-000030,ECOM-CUST-000157,CC-NOVA-001,3,2025-04-07T18:58:52Z,717.00,cash,delivered,2025-04-18T18:58:52Z,Germany,Dusseldorf
ORD-2026-000031,ECOM-CUST-000241,CC-LUMA-006,3,2025-04-07T21:12:45Z,78.00,card,delivered,2025-04-25T21:12:45Z,Germany,Berlin
ORD-2026-002126,ECOM-CUST-000577,CC-CHROMA-005,1,2025-04-07T21:43:51Z,21.00,card,delivered,2025-04-26T21:43:51Z,Germany,Cologne
ORD-2026-000032,ECOM-CUST-000293,CC-CHROMA-005,8,2025-04-07T22:11:28Z,168.00,card,delivered,2025-04-09T22:11:28Z,Germany,Hamburg
ORD-2026-000033,ECOM-CUST-000448,CC-CHROMA-005,6,2025-04-07T23:42:08Z,126.00,card,delivered,2025-04-14T23:42:08Z,Germany,Stuttgart
ORD-2026-000034,ECOM-CUST-000261,CC-NOVA-002,3,2025-04-08T00:20:19Z,777.00,cheque,delivered,2025-04-13T00:20:19Z,Spain,Seville
ORD-2026-000035,ECOM-CUST-000060,CC-CHROMA-006,6,2025-04-08T04:16:10Z,96.00,card,delivered,2025-04-16T04:16:10Z,Spain,Seville
ORD-2026-000036,ECOM-CUST-000266,CC-NOVA-002,3,2025-04-08T08:09:07Z,777.00,card,delivered,2025-04-11T08:09:07Z,Germany,Stuttgart
ORD-2026-000037,ECOM-CUST-000044,CC-CHROMA-001,2,2025-04-08T10:21:04Z,298.00,card,delivered,2025-04-23T10:21:04Z,Netherlands,Eindhoven
ORD-2026-000038,ECOM-CUST-000413,CC-NOVA-006,3,2025-04-08T10:40:15Z,267.00,cash,delivered,2025-04-17T10:40:15Z,Germany,Frankfurt
ORD-2026-000039,ECOM-CUST-000199,CC-LUMA-003,4,2025-04-08T19:09:23Z,116.00,card,delivered,2025-04-17T19:09:23Z,Germany,Hamburg
ORD-2026-000040,ECOM-CUST-000466,CC-CHROMA-002,3,2025-04-08T21:31:06Z,1047.00,card,delivered,2025-04-28T21:31:06Z,Germany,Stuttgart
ORD-2026-000041,ECOM-CUST-000431,CC-LUMA-005,3,2025-04-09T07:20:48Z,57.00,card,delivered,2025-04-16T07:20:48Z,Germany,Cologne
ORD-2026-000042,ECOM-CUST-000239,CC-NOVA-005,9,2025-04-09T08:29:55Z,396.00,card,canceled,,Germany,Frankfurt
ORD-2026-000043,ECOM-CUST-000340,CC-LUMA-004,3,2025-04-09T11:00:50Z,57.00,cash,delivered,2025-04-30T11:00:50Z,Germany,Munich
ORD-2026-002163,ECOM-CUST-000595,CC-LUMA-002,2,2025-04-09T17:23:59Z,558.00,cash,delivered,2025-04-18T17:23:59Z,Switzerland,Bern
ORD-2026-000044,ECOM-CUST-000348,CC-AURA-004,4,2025-04-09T18:20:32Z,96.00,card,delivered,2025-04-21T18:20:32Z,Germany,Berlin
ORD-2026-000045,ECOM-CUST-000026,CC-NOVA-005,1,2025-04-09T18:48:29Z,44.00,card,delivered,2025-04-11T18:48:29Z,Germany,Hamburg
ORD-2026-000046,ECOM-CUST-000408,CC-CHROMA-006,1,2025-04-09T20:09:14Z,16.00,card,delivered,2025-04-22T20:09:14Z,Germany,Cologne
ORD-2026-000047,ECOM-CUST-000479,CC-NOVA-002,3,2025-04-10T00:15:23Z,777.00,card,delivered,2025-04-24T00:15:23Z,Germany,Hamburg
ORD-2026-000048,ECOM-CUST-000160,CC-CHROMA-003,3,2025-04-10T06:42:54Z,207.00,card,delivered,2025-04-23T06:42:54Z,Germany,Stuttgart
ORD-2026-000049,ECOM-CUST-000439,CC-LUMA-001,3,2025-04-10T07:24:46Z,567.00,card,delivered,2025-04-23T07:24:46Z,Germany,Stuttgart
ORD-2026-000050,ECOM-CUST-000360,CC-NOVA-002,2,2025-04-10T09:20:36Z,518.00,cheque,delivered,2025-04-23T09:20:36Z,Switzerland,Lausanne
ORD-2026-000051,ECOM-CUST-000480,CC-CHROMA-001,1,2025-04-10T21:43:52Z,149.00,card,delivered,2025-04-11T21:43:52Z,Germany,Stuttgart
ORD-2026-000052,ECOM-CUST-000253,CC-LUMA-001,2,2025-04-10T23:22:08Z,378.00,cash,delivered,2025-04-27T23:22:08Z,Germany,Frankfurt
ORD-2026-000053,ECOM-CUST-000111,CC-AURA-005,4,2025-04-11T05:39:52Z,236.00,card,delivered,2025-04-18T05:39:52Z,United Kingdom,London
ORD-2026-000054,ECOM-CUST-000461,CC-AURA-001,1,2025-04-11T19:31:29Z,199.00,cash,delivered,2025-04-28T19:31:29Z,Germany,Munich
ORD-2026-000055,ECOM-CUST-000098,CC-LUMA-002,3,2025-04-11T22:27:13Z,837.00,card,delivered,2025-04-29T22:27:13Z,Germany,Berlin
ORD-2026-000056,ECOM-CUST-000071,CC-NOVA-006,11,2025-04-12T02:34:57Z,895.79,card,delivered,2025-04-16T02:34:57Z,Germany,Leipzig
ORD-2026-000057,ECOM-CUST-000192,CC-PRISM-006,5,2025-04-12T04:49:39Z,180.00,cheque,delivered,2025-04-25T04:49:39Z,Germany,Frankfurt
ORD-2026-000058,ECOM-CUST-000319,CC-AURA-005,1,2025-04-12T07:46:32Z,59.00,card,delivered,2025-04-15T07:46:32Z,Germany,Cologne
ORD-2026-000059,ECOM-CUST-000064,CC-AURA-003,2,2025-04-12T08:30:07Z,78.00,card,delivered,2025-05-02T08:30:07Z,United Kingdom,Leeds
ORD-2026-000060,ECOM-CUST-000251,CC-LUMA-005,6,2025-04-12T09:20:06Z,114.00,cash,canceled,,Germany,Stuttgart
ORD-2026-002155,ECOM-CUST-000592,CC-NOVA-002,3,2025-04-12T09:20:13Z,777.00,card,delivered,2025-04-13T09:20:13Z,Germany,Munich
ORD-2026-000061,ECOM-CUST-000321,CC-CHROMA-001,2,2025-04-12T20:31:50Z,298.00,card,delivered,2025-04-15T20:31:50Z,Germany,Hamburg
ORD-2026-000062,ECOM-CUST-000300,CC-AURA-003,7,2025-04-13T03:16:47Z,273.00,card,delivered,2025-04-29T03:16:47Z,Germany,Stuttgart
ORD-2026-000063,ECOM-CUST-000026,CC-NOVA-003,9,2025-04-13T07:42:24Z,396.00,card,delivered,2025-05-01T07:42:24Z,Germany,Hamburg
ORD-2026-000064,ECOM-CUST-000360,CC-AURA-005,7,2025-04-13T10:31:51Z,413.00,card,delivered,2025-04-22T10:31:51Z,Switzerland,Lausanne
ORD-2026-000065,ECOM-CUST-000405,CC-NOVA-002,3,2025-04-13T11:06:20Z,777.00,cash,delivered,2025-04-20T11:06:20Z,Germany,Frankfurt
ORD-2026-000066,ECOM-CUST-000388,CC-AURA-004,3,2025-04-13T11:08:18Z,72.00,card,delivered,2025-04-14T11:08:18Z,Switzerland,Zurich
ORD-2026-000067,ECOM-CUST-000211,CC-LUMA-007,10,2025-04-13T19:04:38Z,240.79,card,delivered,2025-04-15T19:04:38Z,Germany,Munich
ORD-2026-000068,ECOM-CUST-000239,CC-NOVA-003,1,2025-04-13T19:12:10Z,44.00,cash,delivered,2025-05-04T19:12:10Z,Germany,Frankfurt
ORD-2026-000069,ECOM-CUST-000222,CC-LUMA-006,12,2025-04-13T22:38:41Z,279.85,cash,delivered,2025-05-04T22:38:41Z,Germany,Dusseldorf
ORD-2026-000070,ECOM-CUST-000010,CC-PRISM-002,2,2025-04-13T22:55:53Z,638.00,cash,delivered,2025-04-21T22:55:53Z,Germany,Stuttgart
ORD-2026-000071,ECOM-CUST-000213,CC-PRISM-001,3,2025-04-14T03:36:34Z,687.00,cash,canceled,,France,Marseille
ORD-2026-000072,ECOM-CUST-000445,CC-CHROMA-001,2,2025-04-14T03:47:28Z,298.00,card,delivered,2025-04-25T03:47:28Z,Germany,Hamburg
ORD-2026-000073,ECOM-CUST-000336,CC-CHROMA-004,6,2025-04-14T04:26:46Z,126.00,card,delivered,2025-05-02T04:26:46Z,Germany,Stuttgart
ORD-2026-000074,ECOM-CUST-000351,CC-PRISM-001,1,2025-04-14T05:30:54Z,229.00,card,delivered,2025-04-15T05:30:54Z,Germany,Dusseldorf
ORD-2026-000075,ECOM-CUST-000336,CC-LUMA-002,1,2025-04-14T16:31:02Z,279.00,card,delivered,2025-04-16T16:31:02Z,Germany,Stuttgart
ORD-2026-000076,ECOM-CUST-000217,CC-PRISM-005,9,2025-04-15T00:51:01Z,441.00,cash,delivered,2025-04-17T00:51:01Z,Germany,Munich
ORD-2026-000077,ECOM-CUST-000471,CC-LUMA-001,2,2025-04-15T03:18:33Z,378.00,card,delivered,2025-04-17T03:18:33Z,Austria,Vienna
ORD-2026-000078,ECOM-CUST-000389,CC-AURA-004,2,2025-04-15T05:27:43Z,48.00,card,delivered,2025-05-02T05:27:43Z,Switzerland,Basel
ORD-2026-000079,ECOM-CUST-000201,CC-LUMA-005,8,2025-04-15T07:23:44Z,152.00,card,delivered,2025-05-06T07:23:44Z,Germany,Cologne
ORD-2026-000080,ECOM-CUST-000046,CC-LUMA-003,8,2025-04-15T08:08:36Z,232.00,cheque,delivered,2025-04-21T08:08:36Z,Germany,Munich
ORD-2026-000081,ECOM-CUST-000204,CC-AURA-004,1,2025-04-15T10:44:21Z,24.00,cash,delivered,2025-04-23T10:44:21Z,Germany,Leipzig
ORD-2026-000082,ECOM-CUST-000271,CC-NOVA-002,3,2025-04-15T11:18:08Z,777.00,card,delivered,2025-04-22T11:18:08Z,Germany,Berlin
ORD-2026-000083,ECOM-CUST-000228,CC-AURA-001,1,2025-04-15T12:24:55Z,199.00,card,delivered,2025-05-03T12:24:55Z,Germany,Stuttgart
ORD-2026-000084,ECOM-CUST-000372,CC-AURA-002,1,2025-04-15T15:11:48Z,79.00,cash,delivered,2025-04-24T15:11:48Z,Netherlands,Eindhoven
ORD-2026-002125,ECOM-CUST-000577,CC-NOVA-004,10,2025-04-15T23:59:24Z,384.51,cash,delivered,2025-04-25T23:59:24Z,Germany,Cologne
ORD-2026-000085,ECOM-CUST-000463,CC-LUMA-001,1,2025-04-16T02:43:05Z,189.00,cash,delivered,2025-04-24T02:43:05Z,Germany,Dusseldorf
ORD-2026-000086,ECOM-CUST-000419,CC-LUMA-007,9,2025-04-16T22:33:55Z,234.00,cheque,delivered,2025-04-27T22:33:55Z,Netherlands,Utrecht
ORD-2026-000087,ECOM-CUST-000176,CC-PRISM-003,3,2025-04-16T23:59:32Z,252.00,card,delivered,2025-04-27T23:59:32Z,Germany,Stuttgart
ORD-2026-000088,ECOM-CUST-000008,CC-CHROMA-006,2,2025-04-17T00:24:15Z,32.00,card,delivered,2025-05-08T00:24:15Z,Germany,Hamburg
ORD-2026-000089,ECOM-CUST-000496,CC-PRISM-004,4,2025-04-17T02:27:49Z,436.00,card,delivered,2025-05-08T02:27:49Z,Austria,Linz
ORD-2026-002057,ECOM-CUST-000540,CC-LUMA-005,3,2025-04-17T04:50:53Z,57.00,card,delivered,2025-04-28T04:50:53Z,France,Lille
ORD-2026-000090,ECOM-CUST-000478,CC-CHROMA-006,4,2025-04-17T05:21:09Z,64.00,card,delivered,2025-04-25T05:21:09Z,Germany,Munich
ORD-2026-000091,ECOM-CUST-000452,CC-AURA-003,7,2025-04-17T07:46:11Z,273.00,card,delivered,2025-04-20T07:46:11Z,Germany,Stuttgart
ORD-2026-000092,ECOM-CUST-000235,CC-LUMA-002,3,2025-04-17T10:40:43Z,837.00,card,delivered,2025-04-29T10:40:43Z,Germany,Cologne
ORD-2026-000093,ECOM-CUST-000170,CC-CHROMA-003,5,2025-04-17T16:41:14Z,345.00,cash,delivered,2025-04-27T16:41:14Z,France,Paris
ORD-2026-000094,ECOM-CUST-000282,CC-PRISM-001,2,2025-04-17T16:45:44Z,458.00,cheque,delivered,2025-05-06T16:45:44Z,Germany,Dusseldorf
ORD-2026-000095,ECOM-CUST-000055,CC-PRISM-006,8,2025-04-17T23:02:06Z,288.00,cheque,delivered,2025-04-21T23:02:06Z,Germany,Hamburg
ORD-2026-000096,ECOM-CUST-000460,CC-LUMA-003,4,2025-04-18T04:57:51Z,116.00,card,delivered,2025-05-02T04:57:51Z,Germany,Cologne
ORD-2026-000097,ECOM-CUST-000370,CC-NOVA-004,10,2025-04-18T10:47:11Z,415.58,card,delivered,2025-05-08T10:47:11Z,Switzerland,Geneva
ORD-2026-000098,ECOM-CUST-000424,CC-LUMA-002,2,2025-04-18T16:35:48Z,558.00,card,delivered,2025-04-22T16:35:48Z,Germany,Stuttgart
ORD-2026-000099,ECOM-CUST-000177,CC-NOVA-006,9,2025-04-18T17:41:59Z,801.00,cash,delivered,2025-04-25T17:41:59Z,Germany,Berlin
ORD-2026-000100,ECOM-CUST-000097,CC-NOVA-003,6,2025-04-18T21:04:33Z,264.00,card,delivered,2025-05-02T21:04:33Z,Germany,Berlin
ORD-2026-000101,ECOM-CUST-000423,CC-PRISM-005,10,2025-04-19T00:06:17Z,465.30,cash,delivered,2025-04-29T00:06:17Z,Germany,Dusseldorf
ORD-2026-000102,ECOM-CUST-000477,CC-CHROMA-003,1,2025-04-19T02:40:49Z,69.00,cash,delivered,2025-04-26T02:40:49Z,Germany,Berlin
ORD-2026-000103,ECOM-CUST-000178,CC-LUMA-003,9,2025-04-19T05:01:03Z,261.00,card,delivered,2025-04-25T05:01:03Z,Germany,Cologne
ORD-2026-000104,ECOM-CUST-000325,CC-NOVA-001,1,2025-04-19T05:48:04Z,239.00,card,delivered,2025-04-26T05:48:04Z,Germany,Hamburg
ORD-2026-000105,ECOM-CUST-000414,CC-PRISM-002,1,2025-04-19T07:50:14Z,319.00,card,delivered,2025-04-25T07:50:14Z,Germany,Berlin
ORD-2026-000106,ECOM-CUST-000071,CC-NOVA-002,3,2025-04-19T10:24:56Z,777.00,card,delivered,2025-05-10T10:24:56Z,Germany,Leipzig
ORD-2026-000107,ECOM-CUST-000002,CC-AURA-001,3,2025-04-19T11:01:26Z,597.00,card,delivered,2025-04-28T11:01:26Z,United Kingdom,Birmingham
ORD-2026-001980,ECOM-CUST-000501,CC-PRISM-003,3,2025-04-19T15:37:09Z,252.00,card,canceled,,Germany,Hamburg
ORD-2026-000108,ECOM-CUST-000067,CC-NOVA-001,3,2025-04-19T15:39:15Z,717.00,cash,delivered,2025-04-22T15:39:15Z,Germany,Dusseldorf
ORD-2026-000109,ECOM-CUST-000425,CC-PRISM-003,4,2025-04-19T16:21:28Z,336.00,card,delivered,2025-04-25T16:21:28Z,Germany,Munich
ORD-2026-000110,ECOM-CUST-000306,CC-CHROMA-005,7,2025-04-20T10:10:29Z,147.00,card,delivered,2025-04-28T10:10:29Z,Germany,Munich
ORD-2026-000111,ECOM-CUST-000076,CC-AURA-002,10,2025-04-20T13:40:57Z,684.72,card,delivered,2025-05-04T13:40:57Z,Germany,Cologne
ORD-2026-001998,ECOM-CUST-000511,CC-PRISM-002,1,2025-04-21T00:52:55Z,319.00,card,delivered,2025-04-25T00:52:55Z,Germany,Leipzig
ORD-2026-000112,ECOM-CUST-000409,CC-NOVA-001,1,2025-04-21T01:54:23Z,239.00,cash,delivered,2025-05-07T01:54:23Z,Germany,Hamburg
ORD-2026-000113,ECOM-CUST-000105,CC-LUMA-002,3,2025-04-21T03:09:29Z,837.00,cash,delivered,2025-05-02T03:09:29Z,Germany,Cologne
ORD-2026-000114,ECOM-CUST-000048,CC-AURA-005,9,2025-04-21T04:02:38Z,531.00,card,delivered,2025-05-04T04:02:38Z,Germany,Hamburg
ORD-2026-000115,ECOM-CUST-000013,CC-AURA-001,1,2025-04-21T10:18:02Z,199.00,card,delivered,2025-04-24T10:18:02Z,Germany,Munich
ORD-2026-000116,ECOM-CUST-000190,CC-AURA-002,3,2025-04-21T15:16:19Z,237.00,card,delivered,2025-05-05T15:16:19Z,Germany,Stuttgart
ORD-2026-002019,ECOM-CUST-000521,CC-CHROMA-006,10,2025-04-21T16:52:03Z,148.44,card,delivered,2025-05-11T16:52:03Z,Germany,Berlin
ORD-2026-000117,ECOM-CUST-000295,CC-PRISM-001,3,2025-04-21T22:01:36Z,687.00,card,delivered,2025-04-27T22:01:36Z,Germany,Leipzig
ORD-2026-000118,ECOM-CUST-000421,CC-CHROMA-005,3,2025-04-21T22:55:22Z,63.00,card,delivered,2025-04-28T22:55:22Z,Switzerland,Geneva
ORD-2026-000119,ECOM-CUST-000215,CC-CHROMA-001,1,2025-04-22T01:40:21Z,149.00,cash,delivered,2025-04-24T01:40:21Z,Germany,Munich
ORD-2026-000120,ECOM-CUST-000048,CC-LUMA-001,1,2025-04-22T04:32:52Z,189.00,card,delivered,2025-04-24T04:32:52Z,Germany,Hamburg
ORD-2026-000121,ECOM-CUST-000223,CC-NOVA-004,4,2025-04-22T08:14:11Z,176.00,card,delivered,2025-04-30T08:14:11Z,Germany,Dusseldorf
ORD-2026-002112,ECOM-CUST-000569,CC-CHROMA-001,2,2025-04-22T08:57:01Z,298.00,card,delivered,2025-04-24T08:57:01Z,Germany,Hamburg
ORD-2026-000122,ECOM-CUST-000323,CC-NOVA-001,3,2025-04-22T09:44:37Z,717.00,card,delivered,2025-05-03T09:44:37Z,Germany,Leipzig
ORD-2026-000123,ECOM-CUST-000208,CC-NOVA-002,3,2025-04-22T11:03:20Z,777.00,card,delivered,2025-05-10T11:03:20Z,Germany,Munich
ORD-2026-000124,ECOM-CUST-000075,CC-LUMA-007,12,2025-04-22T19:01:33Z,275.53,card,delivered,2025-05-05T19:01:33Z,Germany,Leipzig
ORD-2026-000125,ECOM-CUST-000401,CC-LUMA-001,2,2025-04-22T19:31:26Z,378.00,cheque,delivered,2025-05-01T19:31:26Z,Germany,Berlin
ORD-2026-000126,ECOM-CUST-000045,CC-AURA-004,7,2025-04-22T21:03:15Z,168.00,card,delivered,2025-05-05T21:03:15Z,Germany,Cologne
ORD-2026-000127,ECOM-CUST-000126,CC-AURA-002,4,2025-04-23T01:59:44Z,316.00,card,delivered,2025-04-27T01:59:44Z,United Kingdom,Birmingham
ORD-2026-000128,ECOM-CUST-000063,CC-PRISM-002,2,2025-04-23T08:02:43Z,638.00,card,delivered,2025-05-13T08:02:43Z,United Kingdom,Manchester
ORD-2026-000129,ECOM-CUST-000477,CC-NOVA-001,1,2025-04-23T11:21:35Z,239.00,cash,delivered,2025-04-24T11:21:35Z,Germany,Berlin
ORD-2026-000130,ECOM-CUST-000436,CC-CHROMA-001,3,2025-04-23T15:21:12Z,447.00,cash,delivered,2025-05-12T15:21:12Z,Germany,Munich
ORD-2026-000131,ECOM-CUST-000271,CC-CHROMA-005,9,2025-04-23T19:37:56Z,189.00,card,delivered,2025-05-02T19:37:56Z,Germany,Berlin
ORD-2026-002168,ECOM-CUST-000598,CC-LUMA-002,3,2025-04-24T05:14:45Z,837.00,card,delivered,2025-04-29T05:14:45Z,Germany,Munich
ORD-2026-000132,ECOM-CUST-000300,CC-NOVA-003,4,2025-04-24T05:27:32Z,176.00,cash,delivered,2025-05-11T05:27:32Z,Germany,Stuttgart
ORD-2026-000133,ECOM-CUST-000274,CC-CHROMA-006,10,2025-04-24T05:33:47Z,141.01,card,delivered,2025-04-27T05:33:47Z,Germany,Cologne
ORD-2026-000134,ECOM-CUST-000046,CC-CHROMA-001,3,2025-04-24T11:15:44Z,447.00,cash,delivered,2025-05-09T11:15:44Z,Germany,Munich
ORD-2026-000135,ECOM-CUST-000109,CC-PRISM-006,6,2025-04-24T11:18:32Z,216.00,card,delivered,2025-05-12T11:18:32Z,Germany,Cologne
ORD-2026-000136,ECOM-CUST-000238,CC-NOVA-002,3,2025-04-24T12:19:27Z,777.00,cash,delivered,2025-05-06T12:19:27Z,Germany,Cologne
ORD-2026-002098,ECOM-CUST-000561,CC-NOVA-006,9,2025-04-24T20:50:26Z,801.00,card,delivered,2025-04-29T20:50:26Z,Austria,Linz
ORD-2026-000137,ECOM-CUST-000231,CC-CHROMA-003,28,2025-04-25T06:32:46Z,1703.87,card,delivered,2025-04-26T06:32:46Z,Germany,Dusseldorf
ORD-2026-000138,ECOM-CUST-000111,CC-NOVA-004,3,2025-04-25T11:29:46Z,132.00,card,delivered,2025-04-28T11:29:46Z,United Kingdom,London
ORD-2026-000139,ECOM-CUST-000047,CC-LUMA-004,6,2025-04-25T19:07:31Z,114.00,card,delivered,2025-04-29T19:07:31Z,Germany,Berlin
ORD-2026-000140,ECOM-CUST-000366,CC-LUMA-007,4,2025-04-26T06:16:36Z,104.00,card,delivered,2025-05-16T06:16:36Z,Germany,Frankfurt
ORD-2026-000141,ECOM-CUST-000349,CC-NOVA-001,3,2025-04-26T07:13:20Z,717.00,cheque,delivered,2025-05-13T07:13:20Z,Germany,Cologne
ORD-2026-000142,ECOM-CUST-000170,CC-CHROMA-003,10,2025-04-26T09:42:45Z,625.41,card,delivered,2025-04-27T09:42:45Z,France,Paris
ORD-2026-002092,ECOM-CUST-000559,CC-PRISM-003,6,2025-04-26T17:46:51Z,504.00,card,delivered,2025-05-15T17:46:51Z,Germany,Berlin
ORD-2026-000143,ECOM-CUST-000360,CC-CHROMA-003,8,2025-04-26T19:15:40Z,552.00,card,delivered,2025-05-05T19:15:40Z,Switzerland,Lausanne
ORD-2026-000144,ECOM-CUST-000356,CC-PRISM-006,2,2025-04-26T23:25:10Z,72.00,card,delivered,2025-05-08T23:25:10Z,Germany,Frankfurt
ORD-2026-000145,ECOM-CUST-000395,CC-AURA-001,2,2025-04-27T06:45:40Z,398.00,card,delivered,2025-05-08T06:45:40Z,Switzerland,Geneva
ORD-2026-000146,ECOM-CUST-000199,CC-CHROMA-002,2,2025-04-28T00:04:12Z,698.00,cheque,delivered,2025-04-29T00:04:12Z,Germany,Hamburg
ORD-2026-000147,ECOM-CUST-000025,CC-AURA-005,9,2025-04-28T04:22:57Z,531.00,cash,delivered,2025-05-15T04:22:57Z,Germany,Berlin
ORD-2026-000148,ECOM-CUST-000119,CC-NOVA-004,4,2025-04-28T13:56:57Z,176.00,card,delivered,2025-05-13T13:56:57Z,Austria,Linz
